"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"d17wsu92e",2.64466833165841e-117,-0.464704505718845,0,0.162,6.28531875701939e-113
"cul9",3.01683846219869e-117,-0.641460850200112,0.026,0.255,7.1698182892614e-113
"rundc3a",3.22774432948962e-117,-0.68228439729895,0.13,0.489,7.67105717346504e-113
"cystm1",5.14297810623897e-117,-0.487716904695854,0.015,0.22,1.22228017672875e-112
"klhdc8b",5.30029717114918e-117,-0.560550230793151,0.004,0.179,1.25966862569531e-112
"cacna1f",6.76983655399712e-117,-0.661590923510122,0.176,0.576,1.60891935542295e-112
"aanat",9.84329135884417e-117,1.81385523295657,0.374,0.002,2.33935662434291e-112
"fubp1",1.04384501346021e-116,-0.589745926760731,0.117,0.465,2.48080205898955e-112
"srpr",1.31987577197824e-116,-0.429070466128266,0,0.161,3.13681675968348e-112
"mfsd4a",1.3198762514361e-116,-0.624933289491567,0,0.161,3.13681789916305e-112
"asap2",4.3808368995887e-116,-0.563176748879111,0.077,0.387,1.04114969755625e-111
"itpk1",6.42753754205299e-116,-0.704588693192438,0.027,0.255,1.52756857224431e-111
"mtfr1l",6.5822010783597e-116,-0.481098230191852,0,0.16,1.56432590828297e-111
"zfp938",6.58220346828531e-116,-0.433603245425323,0,0.16,1.56432647627269e-111
"sorbs1",7.95203320365888e-116,-0.685257285674025,0.012,0.209,1.88988021118157e-111
"tra2a",9.19732392888018e-116,-0.610192212671886,0.129,0.489,2.18583600493766e-111
"icmt",9.48304752382408e-116,-0.558951527954738,0.044,0.304,2.25374107451203e-111
"snrnp48",1.19992738082519e-115,-0.60106910006297,0.046,0.309,2.85174741326915e-111
"chgb",2.05623532290417e-115,-1.39282096977423,0.178,0.514,4.88684886841404e-111
"dopey1",2.16970369498593e-115,-0.642518400775213,0.06,0.344,5.15651780150355e-111
"erg28",3.28009032204091e-115,-0.409677733545173,0,0.159,7.79546265936242e-111
"zfp397",3.28009032204091e-115,-0.492581030947846,0,0.159,7.79546265936242e-111
"pja1",7.75793129234328e-115,-0.587685401031917,0.045,0.302,1.8437499509383e-110
"ubn2",1.02087170347612e-114,-0.604958599687295,0.128,0.485,2.42620369048135e-110
"rps10",1.13874764993251e-114,-0.725506366387745,0.138,0.48,2.7063476648296e-110
"cntnap5a",1.63334254451069e-114,-0.862500777186389,0,0.158,3.8818018912841e-110
"glrx2",2.17033030394156e-114,-0.508353215867046,0.02,0.231,5.15800700034751e-110
"hsp90aa1",2.57785209695341e-114,1.07067441091977,0.791,0.683,6.12652329361948e-110
"gnao1",2.58644703867216e-114,-0.800808875768673,0.336,0.732,6.14695003210826e-110
"col27a1",3.45624200912553e-114,-0.779478799247944,0.002,0.167,8.21410475888775e-110
"h2-k1",8.12728505158341e-114,-0.599758543206534,0,0.157,1.93153056535931e-109
"tnnt1",1.14063037621216e-113,-0.870517646616281,0.01,0.196,2.71082215210582e-109
"st8sia1",1.14703591961972e-113,-0.829241260459572,0.019,0.227,2.72604556656823e-109
"elmo1",1.70481057864171e-113,-0.464943880791654,0.028,0.257,4.05165282119989e-109
"dusp3",1.83299301568065e-113,-0.535411883371902,0.046,0.306,4.35629120106664e-109
"upf3b",3.02898330597532e-113,-0.576819395640644,0.121,0.467,7.19868172498094e-109
"whsc1l1",3.45699292928029e-113,1.70872827906463,0.362,0,8.21588939572754e-109
"zfp322a",4.04101871696263e-113,-0.474030007934671,0,0.156,9.60388508273340e-109
"ccni",4.3779882054548e-113,1.73054940112263,0.581,0.294,1.04047267690839e-108
"bend4",5.93905359199844e-113,-0.503167559485383,0.001,0.162,1.41147547667435e-108
"lynx1",6.19247109184649e-113,-0.607571935695763,0.017,0.223,1.47170267968824e-108
