"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"asxl2",2.83503964757329e-09,-0.260494205444688,0.051,0.232,0.00011399977926857
"slc6a12",2.94817577977095e-09,-0.582729471793849,0.011,0.129,0.00011854909628037
"adgrl1",3.09282360497685e-09,-0.402779196403684,0.229,0.542,0.000124365529979724
"evl",3.11560004168941e-09,1.2647339128361,0.404,0.187,0.000125281393276373
"ppt2",3.16032355478051e-09,-0.320457036244518,0.032,0.187,0.000127079770461279
"tbc1d30",3.21345120507644e-09,-0.309743089395122,0.037,0.2,0.000129216086407329
"rassf1",3.2409696536862e-09,-0.343811185874092,0.011,0.129,0.000130322630744376
"snx32",3.26744100469917e-09,-0.335346512944878,0.029,0.181,0.000131387070239958
"eef2",3.37146427277657e-09,-0.457981098606054,0.301,0.639,0.000135569949872619
"bpgm",3.38001262629976e-09,-0.2893246611147,0.011,0.129,0.00013591368771614
"gsk3b",3.45581528945337e-09,-0.463835897610959,0.181,0.465,0.00013896178860421
"psmd9",3.48808896862931e-09,-0.263294725325218,0.011,0.129,0.000140259545517553
"pak1ip1",3.55411703848553e-09,-0.274040531709764,0.027,0.174,0.000142914600234542
"tceal1",3.9066585246859e-09,-0.260329687253707,0.032,0.187,0.000157090645936145
"slc22a17",4.04924218052819e-09,-0.55967915220034,0.255,0.555,0.000162824077321219
"fam63b",4.12188729231821e-09,1.13988160264899,0.194,0,0.000165745209911408
"hm13",4.12188729231821e-09,1.12903831544189,0.194,0,0.000165745209911408
"galnt13",4.26288111620806e-09,-0.351575560500779,0.059,0.245,0.000171414712563842
"dkk3",4.34624493674604e-09,-0.790120729907282,0.218,0.49,0.000174766855151495
"eprs",4.49225097102591e-09,-0.410946624102784,0.088,0.303,0.000180637903795923
"tmcc3",4.88185685037826e-09,-0.376078367068753,0.005,0.11,0.00019630434581056
"ncam1",4.89234469471861e-09,-0.578817771022385,0.503,0.787,0.00019672607251933
"rnf20",4.89400601187042e-09,-0.390230102435824,0.053,0.232,0.000196792875743321
"cnot3",5.12734651346639e-09,-0.380323273143624,0.074,0.277,0.000206175730652997
"ocrl",5.23357559773151e-09,-0.457700381622301,0.037,0.194,0.000210447308360382
"ppp1r37",5.30378747317618e-09,-0.493365864213127,0.088,0.297,0.000213270598083887
"pfdn2",5.32718053729185e-09,-0.276145492534852,0.077,0.284,0.000214211256585043
"ergic3",5.42009082116154e-09,-0.300523196201308,0.056,0.239,0.000217947272009727
"mzt2b",5.44172796173706e-09,1.09697950169021,0.191,0,0.000218817323069409
"c16orf45",5.44173873044457e-09,1.03861526674762,0.191,0,0.000218817756089906
"nrxn1",5.62583346194397e-09,1.13762667433006,0.593,0.471,0.000226220389338229
"glg1",5.68426371883233e-09,-0.565403645353059,0.237,0.516,0.000228569928397967
"epha5",6.10348623308091e-09,-0.568065300123998,0.035,0.187,0.000245427284918417
"esr1",6.27459872833208e-09,-0.393492715177529,0.016,0.142,0.000252307889464961
"ccdc59",6.31700493053088e-09,-0.26431066292434,0.053,0.232,0.000254013085261577
"r3hdm1",6.3919424677649e-09,-0.473017806935742,0.133,0.381,0.000257026398571294
"ndufb11",6.77283363862927e-09,-0.333632462159129,0.051,0.226,0.000272342413442921
"ubxn6",6.84503933614306e-09,-0.343864314495985,0.051,0.226,0.000275245876745649
"klhl5",7.11445262884652e-09,1.15788374008624,0.266,0.052,0.000286079254658547
"pea15",7.17750475659958e-09,1.06031258483161,0.189,0,0.000288614643767625
"slc35e2b",7.17751891032301e-09,0.995394712834368,0.189,0,0.000288615212902999
"kiaa2026",7.17753306407112e-09,1.12742625659329,0.189,0,0.000288615782039364
"rrnad1",7.20386297098593e-09,-0.363230141397645,0.024,0.161,0.000289674533926315
"cltc",7.25812063663072e-09,-0.43410625155837,0.176,0.452,0.000291856288919558
"acat1",7.30330538852991e-09,-0.397729752206438,0.029,0.174,0.000293673212978176
"atp6v0d1",7.31257007047048e-09,-0.255140259803638,0.133,0.394,0.000294045755103689
"pard6a",7.36950869887026e-09,-0.330113388326877,0.021,0.155,0.000296335314290272
"hmgcr",7.74942943073245e-09,-0.415315447287495,0.125,0.368,0.000311612306839183
"dab2ip",7.76091013220105e-09,-0.273304467713378,0.074,0.277,0.000312073957325936
"uba1",7.9439004714302e-09,-0.327975711263758,0.045,0.213,0.00031943218185668
"atraid",7.95843698915729e-09,-0.360106244130818,0.048,0.219,0.000320016709771004
